dir,pong_x,pong_y,bot_x,quality,win
-2,454,172,138,-34,False
-2,247,154,156,2,False
-2,40,136,138,2,False
-2,339,162,148,-14,False
-2,132,144,146,2,False
-2,431,170,140,-30,False
-2,224,152,154,2,False
-2,17,134,136,2,False
-2,316,160,150,-10,False
-2,109,142,144,2,False
-2,408,168,142,-26,False
-2,201,150,152,2,False
-2,500,176,134,-42,False
-2,293,158,152,-6,False
-2,86,140,142,2,False
-2,385,166,144,-22,False
-2,178,148,150,2,False
-2,477,174,136,-38,False
-2,270,156,154,-2,False
-2,63,138,140,2,False
-2,362,164,146,-18,False
-2,155,146,148,2,False
-2,454,172,138,-34,False
-2,247,154,156,2,False
-2,40,136,138,2,False
-2,339,162,148,-14,False
-2,132,144,146,2,False
-2,431,170,140,-30,False
-2,224,152,154,2,False
-2,17,134,136,2,False
-2,316,160,150,-10,False
-2,109,142,144,2,False
-2,408,168,142,-26,False
-2,201,150,152,2,False
-2,500,176,134,-42,False
-2,293,158,152,-6,False
-2,86,140,142,2,False
-2,385,166,144,-22,False
-2,178,148,150,2,False
-2,477,174,136,-38,False
-2,270,156,154,-2,False
-2,63,138,140,2,False
-2,362,164,146,-18,False
-2,155,146,148,2,False
-2,454,172,138,-34,False
-2,247,154,156,2,False
-2,40,136,138,2,False
-2,339,162,148,-14,False
-2,132,144,146,2,False
-2,431,170,140,-30,False
-2,224,152,154,2,False
-2,17,134,136,2,False
-2,316,160,150,-10,False
-2,109,142,144,2,False
-2,408,168,142,-26,False
-2,201,150,152,2,False
-2,500,176,134,-42,False
-2,293,158,152,-6,False
-2,86,140,142,2,False
-2,385,166,144,-22,False
-2,178,148,150,2,False
-2,477,174,136,-38,False
-2,270,156,154,-2,False
-2,63,138,140,2,False
-2,362,164,146,-18,False
-2,155,146,148,2,False
-2,454,172,138,-34,False
-2,247,154,156,2,False
-2,40,136,138,2,False
-2,339,162,148,-14,False
-2,132,144,146,2,False
-2,431,170,140,-30,False
-2,224,152,154,2,False
-2,17,134,136,2,False
-2,316,160,150,-10,False
-2,109,142,144,2,False
-2,408,168,142,-26,False
-2,201,150,152,2,False
-2,500,176,134,-42,False
-2,293,158,152,-6,False
-2,86,140,142,2,False
-2,385,166,144,-22,False
-2,178,148,150,2,False
-2,477,174,136,-38,False
-2,270,156,154,-2,False
-2,63,138,140,2,False
-2,362,164,146,-18,False
-2,155,146,148,2,False
-2,454,172,138,-34,False
-2,247,154,156,2,False
-2,40,136,138,2,False
-2,339,162,148,-14,False
-2,132,144,146,2,False
-2,431,170,140,-30,False
-2,224,152,154,2,False
-2,17,134,136,2,False
-2,316,160,150,-10,False
-2,109,142,144,2,False
-2,408,168,142,-26,False
-2,201,150,152,2,False
-2,500,176,134,-42,False
-2,293,158,152,-6,False
-2,86,140,142,2,False
-2,385,166,144,-22,False
-2,178,148,150,2,False
-2,477,174,136,-38,False
-2,270,156,154,-2,False
-2,63,138,140,2,False
-2,362,164,146,-18,False
-2,155,146,148,2,False
-2,454,172,138,-34,False
-2,247,154,156,2,False
-2,40,136,138,2,False
-2,339,162,148,-14,False
-2,132,144,146,2,False
-2,431,170,140,-30,False
-2,224,152,154,2,False
-2,17,134,136,2,False
-2,316,160,150,-10,False
-2,109,142,144,2,False
-2,408,168,142,-26,False
-2,201,150,152,2,False
-2,500,176,134,-42,False
-2,293,158,152,-6,False
-2,86,140,142,2,False
-2,385,166,144,-22,False
-2,178,148,150,2,False
-2,477,174,136,-38,False
-2,270,156,154,-2,False
-2,63,138,140,2,False
-2,362,164,146,-18,False
-2,155,146,148,2,False
-2,454,172,138,-34,False
-2,247,154,156,2,False
-2,40,136,138,2,False
-2,339,162,148,-14,False
-2,132,144,146,2,False
-2,431,170,140,-30,False
-2,224,152,154,2,False
-2,17,134,136,2,False
-2,316,160,150,-10,False
-2,109,142,144,2,False
-2,408,168,142,-26,False
-2,201,150,152,2,False
-2,500,176,134,-42,False
-2,293,158,152,-6,False
-2,86,140,142,2,False
-2,385,166,144,-22,False
-2,178,148,150,2,False
-2,477,174,136,-38,False
-2,270,156,154,-2,False
-2,63,138,140,2,False
-2,362,164,146,-18,False
-2,155,146,148,2,False
-2,454,172,138,-34,False
-2,247,154,156,2,False
-2,40,136,138,2,False
-2,339,162,148,-14,False
-2,132,144,146,2,False
-2,431,170,140,-30,False
-2,224,152,154,2,False
-2,17,134,136,2,False
-2,316,160,150,-10,False
-2,109,142,144,2,False
-2,408,168,142,-26,False
-2,201,150,152,2,False
-2,500,176,134,-42,False
-2,293,158,152,-6,False
-2,86,140,142,2,False
-2,385,166,144,-22,False
-2,178,148,150,2,False
-2,477,174,136,-38,False
-2,270,156,154,-2,False
-2,63,138,140,2,False
-2,362,164,146,-18,False
-2,155,146,148,2,False
-2,454,172,138,-34,False
-2,247,154,156,2,False
-2,40,136,138,2,False
-2,339,162,148,-14,False
-2,132,144,146,2,False
-2,431,170,140,-30,False
-2,224,152,154,2,False
-2,17,134,136,2,False
-2,316,160,150,-10,False
-2,109,142,144,2,False
-2,408,168,142,-26,False
-2,201,150,152,2,False
-2,500,176,134,-42,False
-2,293,158,152,-6,False
-2,86,140,142,2,False
-2,385,166,144,-22,False
-2,178,148,150,2,False
-2,477,174,136,-38,False
-2,270,156,154,-2,False
-2,63,138,140,2,False
-2,362,164,146,-18,False
-2,155,146,148,2,False
-2,454,172,138,-34,False
-2,247,154,156,2,False
-2,40,136,138,2,False
-2,339,162,148,-14,False
-2,132,144,146,2,False
-2,431,170,140,-30,False
-2,224,152,154,2,False
-2,17,134,136,2,False
-2,316,160,150,-10,False
-2,109,142,144,2,False
-2,408,168,142,-26,False
-2,201,150,152,2,False
-2,500,176,134,-42,False
-2,293,158,152,-6,False
-2,86,140,142,2,False
-2,385,166,144,-22,False
-2,178,148,150,2,False
-2,477,174,136,-38,False
-2,270,156,154,-2,False
-2,63,138,140,2,False
-2,362,164,146,-18,False
-2,155,146,148,2,False
-2,454,172,138,-34,False
-2,247,154,156,2,False
-2,40,136,138,2,False
-2,339,162,148,-14,False
-2,132,144,146,2,False
-2,431,170,140,-30,False
-2,224,152,154,2,False
-2,17,134,136,2,False
-2,316,160,150,-10,False
-2,109,142,144,2,False
-2,408,168,142,-26,False
-2,201,150,152,2,False
-2,500,176,134,-42,False
-2,293,158,152,-6,False
-2,86,140,142,2,False
-2,385,166,144,-22,False
-2,178,148,150,2,False
-2,477,174,136,-38,False
-2,270,156,154,-2,False
-2,63,138,140,2,False
-2,362,164,146,-18,False
-2,155,146,148,2,False
-2,454,172,138,-34,False
-2,247,154,156,2,False
-2,40,136,138,2,False
-2,339,162,148,-14,False
-2,132,144,146,2,False
-2,431,170,140,-30,False
-2,224,152,154,2,False
-2,17,134,136,2,False
-2,316,160,150,-10,False
-2,109,142,144,2,False
-2,408,168,142,-26,False
-2,201,150,152,2,False
-2,500,176,134,-42,False
-2,293,158,152,-6,False
-2,86,140,142,2,False
-2,385,166,144,-22,False
-2,178,148,150,2,False
-2,477,174,136,-38,False
-2,270,156,154,-2,False
-2,63,138,140,2,False
-2,362,164,146,-18,False
-2,155,146,148,2,False
-2,454,172,138,-34,False
-2,247,154,156,2,False
-2,40,136,138,2,False
-2,339,162,148,-14,False
-2,132,144,146,2,False
-2,431,170,140,-30,False
-2,224,152,154,2,False
-2,17,134,136,2,False
-2,316,160,150,-10,False
-2,109,142,144,2,False
-2,408,168,142,-26,False
-2,201,150,152,2,False
-2,500,176,134,-42,False
-2,293,158,152,-6,False
-2,86,140,142,2,False
-2,385,166,144,-22,False
-2,178,148,150,2,False
-2,477,174,136,-38,False
-2,270,156,154,-2,False
-2,63,138,140,2,False
-2,362,164,146,-18,False
-2,155,146,148,2,False
-2,454,172,138,-34,False
-2,247,154,156,2,False
-2,40,136,138,2,False
-2,339,162,148,-14,False
-2,132,144,146,2,False
-2,431,170,140,-30,False
-2,224,152,154,2,False
-2,17,134,136,2,False
-2,316,160,150,-10,False
-2,109,142,144,2,False
-2,408,168,142,-26,False
-2,201,150,152,2,False
-2,500,176,134,-42,False
-2,293,158,152,-6,False
-2,86,140,142,2,False
-2,385,166,144,-22,False
-2,178,148,150,2,False
-2,477,174,136,-38,False
-2,270,156,154,-2,False
-2,63,138,140,2,False
-2,362,164,146,-18,False
-2,155,146,148,2,False
-2,454,172,138,-34,False
-2,247,154,156,2,False
-2,40,136,138,2,False
-2,339,162,148,-14,False
-2,132,144,146,2,False
-2,431,170,140,-30,False
-2,224,152,154,2,False
-2,17,134,136,2,False
-2,316,160,150,-10,False
-2,109,142,144,2,False
-2,408,168,142,-26,False
-2,201,150,152,2,False
-2,500,176,134,-42,False
-2,293,158,152,-6,False
-2,86,140,142,2,False
-2,385,166,144,-22,False
-2,178,148,150,2,False
-2,477,174,136,-38,False
-2,270,156,154,-2,False
-2,63,138,140,2,False
-2,362,164,146,-18,False
-2,155,146,148,2,False
-2,454,172,138,-34,False
-2,247,154,156,2,False
-2,40,136,138,2,False
-2,339,162,148,-14,False
-2,132,144,146,2,False
-2,431,170,140,-30,False
-2,224,152,154,2,False
-2,17,134,136,2,False
-2,316,160,150,-10,False
-2,109,142,144,2,False
-2,408,168,142,-26,False
-2,201,150,152,2,False
-2,500,176,134,-42,False
-2,293,158,152,-6,False
-2,86,140,142,2,False
-2,385,166,144,-22,False
-2,178,148,150,2,False
-2,477,174,136,-38,False
-2,270,156,154,-2,False
-2,63,138,140,2,False
-2,362,164,146,-18,False
-2,155,146,148,2,False
-2,454,172,138,-34,False
-2,247,154,156,2,False
-2,40,136,138,2,False
-2,339,162,148,-14,False
-2,132,144,146,2,False
-2,431,170,140,-30,False
-2,224,152,154,2,False
-2,17,134,136,2,False
-2,316,160,150,-10,False
-2,109,142,144,2,False
-2,408,168,142,-26,False
-2,201,150,152,2,False
-2,500,176,134,-42,False
-2,293,158,152,-6,False
-2,86,140,142,2,False
-2,385,166,144,-22,False
-2,178,148,150,2,False
-2,477,174,136,-38,False
-2,270,156,154,-2,False
-2,63,138,140,2,False
-2,362,164,146,-18,False
-2,155,146,148,2,False
-2,454,172,138,-34,False
-2,247,154,156,2,False
-2,40,136,138,2,False
-2,339,162,148,-14,False
-2,132,144,146,2,False
-2,431,170,140,-30,False
-2,224,152,154,2,False
-2,17,134,136,2,False
-2,316,160,150,-10,False
-2,109,142,144,2,False
-2,408,168,142,-26,False
-2,201,150,152,2,False
-2,500,176,134,-42,False
-2,293,158,152,-6,False
-2,86,140,142,2,False
-2,385,166,144,-22,False
-2,178,148,150,2,False
-2,477,174,136,-38,False
-2,270,156,154,-2,False
-2,63,138,140,2,False
-2,362,164,146,-18,False
-2,155,146,148,2,False
-2,454,172,138,-34,False
-2,247,154,156,2,False
-2,40,136,138,2,False
-2,339,162,148,-14,False
-2,132,144,146,2,False
-2,431,170,140,-30,False
-2,224,152,154,2,False
-2,17,134,136,2,False
-2,316,160,150,-10,False
-2,109,142,144,2,False
-2,408,168,142,-26,False
-2,201,150,152,2,False
-2,500,176,134,-42,False
-2,293,158,152,-6,False
-2,86,140,142,2,False
-2,385,166,144,-22,False
-2,178,148,150,2,False
-2,477,174,136,-38,False
-2,270,156,154,-2,False
-2,63,138,140,2,False
-2,362,164,146,-18,False
-2,155,146,148,2,False
-2,454,172,138,-34,False
-2,247,154,156,2,False
-2,40,136,138,2,False
-2,339,162,148,-14,False
-2,132,144,146,2,False
-2,431,170,140,-30,False
-2,224,152,154,2,False
-2,17,134,136,2,False
-2,316,160,150,-10,False
-2,109,142,144,2,False
-2,408,168,142,-26,False
-2,201,150,152,2,False
-2,500,176,134,-42,False
-2,293,158,152,-6,False
-2,86,140,142,2,False
-2,385,166,144,-22,False
-2,178,148,150,2,False
-2,477,174,136,-38,False
-2,270,156,154,-2,False
-2,63,138,140,2,False
-2,362,164,146,-18,False
-2,155,146,148,2,False
-2,454,172,138,-34,False
-2,247,154,156,2,False
-2,40,136,138,2,False
-2,339,162,148,-14,False
-2,132,144,146,2,False
-2,431,170,140,-30,False
-2,224,152,154,2,False
-2,17,134,136,2,False
-2,316,160,150,-10,False
-2,109,142,144,2,False
-2,408,168,142,-26,False
-2,201,150,152,2,False
-2,500,176,134,-42,False
-2,293,158,152,-6,False
-2,86,140,142,2,False
-2,385,166,144,-22,False
-2,178,148,150,2,False
-2,477,174,136,-38,False
-2,270,156,154,-2,False
-2,63,138,140,2,False
-2,362,164,146,-18,False
-2,155,146,148,2,False
-2,454,172,138,-34,False
-2,247,154,156,2,False
-2,40,136,138,2,False
-2,339,162,148,-14,False
-2,132,144,146,2,False
-2,431,170,140,-30,False
-2,224,152,154,2,False
-2,17,134,136,2,False
-2,316,160,150,-10,False
-2,109,142,144,2,False
-2,408,168,142,-26,False
-2,201,150,152,2,False
-2,500,176,134,-42,False
-2,293,158,152,-6,False
-2,86,140,142,2,False
-2,385,166,144,-22,False
-2,178,148,150,2,False
-2,477,174,136,-38,False
-2,270,156,154,-2,False
-2,63,138,140,2,False
-2,362,164,146,-18,False
-2,155,146,148,2,False
-2,454,172,138,-34,False
-2,247,154,156,2,False
-2,40,136,138,2,False
-2,339,162,148,-14,False
-2,132,144,146,2,False
-2,431,170,140,-30,False
-2,224,152,154,2,False
-2,17,134,136,2,False
-2,316,160,150,-10,False
-2,109,142,144,2,False
-2,408,168,142,-26,False
-2,201,150,152,2,False
-2,500,176,134,-42,False
-2,293,158,152,-6,False
-2,86,140,142,2,False
-2,385,166,144,-22,False
-2,178,148,150,2,False
-2,477,174,136,-38,False
-2,270,156,154,-2,False
-2,63,138,140,2,False
-2,362,164,146,-18,False
-2,155,146,148,2,False
-2,454,172,138,-34,False
-2,247,154,156,2,False
-2,40,136,138,2,False
-2,339,162,148,-14,False
-2,132,144,146,2,False
-2,431,170,140,-30,False
-2,224,152,154,2,False
-2,17,134,136,2,False
-2,316,160,150,-10,False
-2,109,142,144,2,False
-2,408,168,142,-26,False
-2,201,150,152,2,False
-2,500,176,134,-42,False
-2,293,158,152,-6,False
-2,86,140,142,2,False
-2,385,166,144,-22,False
-2,178,148,150,2,False
-2,477,174,136,-38,False
-2,270,156,154,-2,False
-2,63,138,140,2,False
-2,362,164,146,-18,False
-2,155,146,148,2,False
-2,454,172,138,-34,False
-2,247,154,156,2,False
-2,40,136,138,2,False
-2,339,162,148,-14,False
-2,132,144,146,2,False
-2,431,170,140,-30,False
-2,224,152,154,2,False
-2,17,134,136,2,False
-2,316,160,150,-10,False
-2,109,142,144,2,False
-2,408,168,142,-26,False
-2,201,150,152,2,False
-2,500,176,134,-42,False
-2,293,158,152,-6,False
-2,86,140,142,2,False
-2,385,166,144,-22,False
-2,178,148,150,2,False
-2,477,174,136,-38,False
-2,270,156,154,-2,False
-2,63,138,140,2,False
-2,362,164,146,-18,False
-2,155,146,148,2,False
-2,454,172,138,-34,False
-2,247,154,156,2,False
-2,40,136,138,2,False
-2,339,162,148,-14,False
-2,132,144,146,2,False
-2,431,170,140,-30,False
-2,224,152,154,2,False
-2,17,134,136,2,False
-2,316,160,150,-10,False
-2,109,142,144,2,False
-2,408,168,142,-26,False
-2,201,150,152,2,False
-2,500,176,134,-42,False
-2,293,158,152,-6,False
-2,86,140,142,2,False
-2,385,166,144,-22,False
-2,178,148,150,2,False
-2,477,174,136,-38,False
-2,270,156,154,-2,False
-2,63,138,140,2,False
-2,362,164,146,-18,False
-2,155,146,148,2,False
-2,454,172,138,-34,False
-2,247,154,156,2,False
-2,40,136,138,2,False
-2,339,162,148,-14,False
-2,132,144,146,2,False
-2,431,170,140,-30,False
-2,224,152,154,2,False
-2,17,134,136,2,False
-2,316,160,150,-10,False
-2,109,142,144,2,False
-2,408,168,142,-26,False
-2,201,150,152,2,False
-2,500,176,134,-42,False
-2,293,158,152,-6,False
-2,86,140,142,2,False
-2,385,166,144,-22,False
-2,178,148,150,2,False
-2,477,174,136,-38,False
-2,270,156,154,-2,False
-2,63,138,140,2,False
-2,362,164,146,-18,False
-2,155,146,148,2,False
-2,454,172,138,-34,False
-2,247,154,156,2,False
-2,40,136,138,2,False
-2,339,162,148,-14,False
-2,132,144,146,2,False
-2,431,170,140,-30,False
-2,224,152,154,2,False
-2,17,134,136,2,False
-2,316,160,150,-10,False
-2,109,142,144,2,False
-2,408,168,142,-26,False
-2,201,150,152,2,False
-2,500,176,134,-42,False
-2,293,158,152,-6,False
-2,86,140,142,2,False
-2,385,166,144,-22,False
-2,178,148,150,2,False
-2,477,174,136,-38,False
-2,270,156,154,-2,False
-2,63,138,140,2,False
-2,362,164,146,-18,False
-2,155,146,148,2,False
-2,454,172,138,-34,False
-2,247,154,156,2,False
-2,40,136,138,2,False
-2,339,162,148,-14,False
-2,132,144,146,2,False
-2,431,170,140,-30,False
-2,224,152,154,2,False
-2,17,134,136,2,False
-2,316,160,150,-10,False
-2,109,142,144,2,False
-2,408,168,142,-26,False
-2,201,150,152,2,False
-2,500,176,134,-42,False
-2,293,158,152,-6,False
-2,86,140,142,2,False
-2,385,166,144,-22,False
-2,178,148,150,2,False
-2,477,174,136,-38,False
-2,270,156,154,-2,False
-2,63,138,140,2,False
-2,362,164,146,-18,False
-2,155,146,148,2,False
-2,454,172,138,-34,False
-2,247,154,156,2,False
-2,40,136,138,2,False
-2,339,162,148,-14,False
-2,132,144,146,2,False
-2,431,170,140,-30,False
-2,224,152,154,2,False
-2,17,134,136,2,False
-2,316,160,150,-10,False
-2,109,142,144,2,False
-2,408,168,142,-26,False
-2,201,150,152,2,False
-2,500,176,134,-42,False
-2,293,158,152,-6,False
-2,86,140,142,2,False
-2,385,166,144,-22,False
-2,178,148,150,2,False
-2,477,174,136,-38,False
-2,270,156,154,-2,False
-2,63,138,140,2,False
-2,362,164,146,-18,False
-2,155,146,148,2,False
-2,454,172,138,-34,False
-2,247,154,156,2,False
-2,40,136,138,2,False
-2,339,162,148,-14,False
-2,132,144,146,2,False
-2,431,170,140,-30,False
-2,224,152,154,2,False
-2,17,134,136,2,False
-2,316,160,150,-10,False
-2,109,142,144,2,False
-2,408,168,142,-26,False
-2,201,150,152,2,False
-2,500,176,134,-42,False
-2,293,158,152,-6,False
-2,86,140,142,2,False
-2,385,166,144,-22,False
-2,178,148,150,2,False
-2,477,174,136,-38,False
-2,270,156,154,-2,False
-2,63,138,140,2,False
-2,362,164,146,-18,False
-2,155,146,148,2,False
-2,454,172,138,-34,False
-2,247,154,156,2,False
-2,40,136,138,2,False
-2,339,162,148,-14,False
-2,132,144,146,2,False
-2,431,170,140,-30,False
-2,224,152,154,2,False
-2,17,134,136,2,False
-2,316,160,150,-10,False
-2,109,142,144,2,False
-2,408,168,142,-26,False
-2,201,150,152,2,False
-2,500,176,134,-42,False
-2,293,158,152,-6,False
-2,86,140,142,2,False
-2,385,166,144,-22,False
-2,178,148,150,2,False
-2,477,174,136,-38,False
-2,270,156,154,-2,False
-2,63,138,140,2,False
-2,362,164,146,-18,False
-2,155,146,148,2,False
-2,454,172,138,-34,False
-2,247,154,156,2,False
-2,40,136,138,2,False
-2,339,162,148,-14,False
-2,132,144,146,2,False
-2,431,170,140,-30,False
-2,224,152,154,2,False
-2,17,134,136,2,False
-2,316,160,150,-10,False
-2,109,142,144,2,False
-2,408,168,142,-26,False
-2,201,150,152,2,False
-2,500,176,134,-42,False
-2,293,158,152,-6,False
-2,86,140,142,2,False
-2,385,166,144,-22,False
-2,178,148,150,2,False
-2,477,174,136,-38,False
-2,270,156,154,-2,False
-2,63,138,140,2,False
-2,362,164,146,-18,False
-2,155,146,148,2,False
-2,454,172,138,-34,False
-2,247,154,156,2,False
-2,40,136,138,2,False
-2,339,162,148,-14,False
-2,132,144,146,2,False
-2,431,170,140,-30,False
-2,224,152,154,2,False
-2,17,134,136,2,False
-2,316,160,150,-10,False
-2,109,142,144,2,False
-2,408,168,142,-26,False
-2,201,150,152,2,False
-2,500,176,134,-42,False
-2,293,158,152,-6,False
-2,86,140,142,2,False
-2,385,166,144,-22,False
-2,178,148,150,2,False
-2,477,174,136,-38,False
-2,270,156,154,-2,False
-2,63,138,140,2,False
-2,362,164,146,-18,False
-2,155,146,148,2,False
-2,454,172,138,-34,False
-2,247,154,156,2,False
-2,40,136,138,2,False
-2,339,162,148,-14,False
-2,132,144,146,2,False
-2,431,170,140,-30,False
-2,224,152,154,2,False
-2,17,134,136,2,False
-2,316,160,150,-10,False
-2,109,142,144,2,False
-2,408,168,142,-26,False
-2,201,150,152,2,False
-2,500,176,134,-42,False
-2,293,158,152,-6,False
-2,86,140,142,2,False
-2,385,166,144,-22,False
-2,178,148,150,2,False
-2,477,174,136,-38,False
-2,270,156,154,-2,False
-2,63,138,140,2,False
-2,362,164,146,-18,False
-2,155,146,148,2,False
-2,454,172,138,-34,False
-2,247,154,156,2,False
-2,40,136,138,2,False
-2,339,162,148,-14,False
-2,132,144,146,2,False
-2,431,170,140,-30,False
-2,224,152,154,2,False
-2,17,134,136,2,False
-2,316,160,150,-10,False
-2,109,142,144,2,False
-2,408,168,142,-26,False
-2,201,150,152,2,False
-2,500,176,134,-42,False
-2,293,158,152,-6,False
-2,86,140,142,2,False
-2,385,166,144,-22,False
-2,178,148,150,2,False
-2,477,174,136,-38,False
-2,270,156,154,-2,False
-2,63,138,140,2,False
-2,362,164,146,-18,False
-2,155,146,148,2,False
-2,454,172,138,-34,False
-2,247,154,156,2,False
-2,40,136,138,2,False
-2,339,162,148,-14,False
-2,132,144,146,2,False
-2,431,170,140,-30,False
-2,224,152,154,2,False
-2,17,134,136,2,False
-2,316,160,150,-10,False
-2,109,142,144,2,False
-2,408,168,142,-26,False
-2,201,150,152,2,False
-2,500,176,134,-42,False
-2,293,158,152,-6,False
-2,86,140,142,2,False
-2,385,166,144,-22,False
-2,178,148,150,2,False
-2,477,174,136,-38,False
-2,270,156,154,-2,False
-2,63,138,140,2,False
-2,362,164,146,-18,False
-2,155,146,148,2,False
-2,454,172,138,-34,False
-2,247,154,156,2,False
-2,40,136,138,2,False
-2,339,162,148,-14,False
-2,132,144,146,2,False
-2,431,170,140,-30,False
-2,224,152,154,2,False
-2,17,134,136,2,False
-2,316,160,150,-10,False
-2,109,142,144,2,False
-2,408,168,142,-26,False
-2,201,150,152,2,False
-2,500,176,134,-42,False
-2,293,158,152,-6,False
-2,86,140,142,2,False
-2,385,166,144,-22,False
-2,178,148,150,2,False
-2,477,174,136,-38,False
-2,270,156,154,-2,False
-2,63,138,140,2,False
-2,362,164,146,-18,False
-2,155,146,148,2,False
-2,454,172,138,-34,False
-2,247,154,156,2,False
-2,40,136,138,2,False
-2,339,162,148,-14,False
-2,132,144,146,2,False
-2,431,170,140,-30,False
-2,224,152,154,2,False
-2,17,134,136,2,False
-2,316,160,150,-10,False
-2,109,142,144,2,False
-2,408,168,142,-26,False
-2,201,150,152,2,False
-2,500,176,134,-42,False
-2,293,158,152,-6,False
-2,86,140,142,2,False
-2,385,166,144,-22,False
-2,178,148,150,2,False
-2,477,174,136,-38,False
-2,270,156,154,-2,False
-2,63,138,140,2,False
-2,362,164,146,-18,False
-2,155,146,148,2,False
-2,454,172,138,-34,False
-2,247,154,156,2,False
-2,40,136,138,2,False
-2,339,162,148,-14,False
-2,132,144,146,2,False
-2,431,170,140,-30,False
-2,224,152,154,2,False
-2,17,134,136,2,False
-2,316,160,150,-10,False
-2,109,142,144,2,False
-2,408,168,142,-26,False
-2,201,150,152,2,False
-2,500,176,134,-42,False
-2,293,158,152,-6,False
-2,86,140,142,2,False
-2,385,166,144,-22,False
-2,178,148,150,2,False
-2,477,174,136,-38,False
-2,270,156,154,-2,False
-2,63,138,140,2,False
-2,362,164,146,-18,False
-2,155,146,148,2,False
-2,454,172,138,-34,False
-2,247,154,156,2,False
-2,40,136,138,2,False
-2,339,162,148,-14,False
-2,132,144,146,2,False
-2,431,170,140,-30,False
-2,224,152,154,2,False
-2,17,134,136,2,False
-2,316,160,150,-10,False
-2,109,142,144,2,False
-2,408,168,142,-26,False
-2,201,150,152,2,False
-2,500,176,134,-42,False
-2,293,158,152,-6,False
-2,86,140,142,2,False
-2,385,166,144,-22,False
-2,178,148,150,2,False
-2,477,174,136,-38,False
-2,270,156,154,-2,False
-2,63,138,140,2,False
-2,362,164,146,-18,False
-2,155,146,148,2,False
-2,454,172,138,-34,False
-2,247,154,156,2,False
-2,40,136,138,2,False
-2,339,162,148,-14,False
-2,132,144,146,2,False
-2,431,170,140,-30,False
-2,224,152,154,2,False
-2,17,134,136,2,False
-2,316,160,150,-10,False
-2,109,142,144,2,False
-2,408,168,142,-26,False
-2,201,150,152,2,False
-2,500,176,134,-42,False
-2,293,158,152,-6,False
-2,86,140,142,2,False
-2,385,166,144,-22,False
-2,178,148,150,2,False
-2,477,174,136,-38,False
-2,270,156,154,-2,False
-2,63,138,140,2,False
-2,362,164,146,-18,False
-2,155,146,148,2,False
-2,454,172,138,-34,False
-2,247,154,156,2,False
-2,40,136,138,2,False
-2,339,162,148,-14,False
-2,132,144,146,2,False
-2,431,170,140,-30,False
-2,224,152,154,2,False
-2,17,134,136,2,False
-2,316,160,150,-10,False
-2,109,142,144,2,False
-2,408,168,142,-26,False
-2,201,150,152,2,False
-2,500,176,134,-42,False
-2,293,158,152,-6,False
-2,86,140,142,2,False
-2,385,166,144,-22,False
-2,178,148,150,2,False
-2,477,174,136,-38,False
-2,270,156,154,-2,False
-2,63,138,140,2,False
-2,362,164,146,-18,False
-2,155,146,148,2,False
-2,454,172,138,-34,False
-2,247,154,156,2,False
-2,40,136,138,2,False
-2,339,162,148,-14,False
-2,132,144,146,2,False
-2,431,170,140,-30,False
-2,224,152,154,2,False
-2,17,134,136,2,False
-2,316,160,150,-10,False
-2,109,142,144,2,False
-2,408,168,142,-26,False
-2,201,150,152,2,False
-2,500,176,134,-42,False
-2,293,158,152,-6,False
-2,86,140,142,2,False
-2,385,166,144,-22,False
-2,178,148,150,2,False
-2,477,174,136,-38,False
-2,270,156,154,-2,False
-2,63,138,140,2,False
-2,362,164,146,-18,False
-2,155,146,148,2,False
-2,454,172,138,-34,False
-2,247,154,156,2,False
-2,40,136,138,2,False
-2,339,162,148,-14,False
-2,132,144,146,2,False
-2,431,170,140,-30,False
-2,224,152,154,2,False
-2,17,134,136,2,False
-2,316,160,150,-10,False
-2,109,142,144,2,False
-2,408,168,142,-26,False
-2,201,150,152,2,False
-2,500,176,134,-42,False
-2,293,158,152,-6,False
-2,86,140,142,2,False
-2,385,166,144,-22,False
-2,178,148,150,2,False
-2,477,174,136,-38,False
-2,270,156,154,-2,False
-2,63,138,140,2,False
-2,362,164,146,-18,False
-2,155,146,148,2,False
-2,454,172,138,-34,False
-2,247,154,156,2,False
-2,40,136,138,2,False
-2,339,162,148,-14,False
-2,132,144,146,2,False
-2,431,170,140,-30,False
-2,224,152,154,2,False
-2,17,134,136,2,False
-2,316,160,150,-10,False
-2,109,142,144,2,False
-2,408,168,142,-26,False
-2,201,150,152,2,False
-2,500,176,134,-42,False
-2,293,158,152,-6,False
-2,86,140,142,2,False
-2,385,166,144,-22,False
-2,178,148,150,2,False
-2,477,174,136,-38,False
-2,270,156,154,-2,False
-2,63,138,140,2,False
-2,362,164,146,-18,False
-2,155,146,148,2,False
-2,454,172,138,-34,False
-2,247,154,156,2,False
-2,40,136,138,2,False
-2,339,162,148,-14,False
-2,132,144,146,2,False
-2,431,170,140,-30,False
-2,224,152,154,2,False
-2,17,134,136,2,False
-2,316,160,150,-10,False
-2,109,142,144,2,False
-2,408,168,142,-26,False
-2,201,150,152,2,False
-2,500,176,134,-42,False
-2,293,158,152,-6,False
-2,86,140,142,2,False
-2,385,166,144,-22,False
-2,178,148,150,2,False
-2,477,174,136,-38,False
-2,270,156,154,-2,False
-2,63,138,140,2,False
-2,362,164,146,-18,False
-2,155,146,148,2,False
-2,454,172,138,-34,False
